text,language,label
RT @user: @user @user @user A pe kio to je Ko ni je ibaje Itelorun baba iwa Ohun ti a fi eso mu kii baje…,yor,praise
first day at the hospital and i don dey use sheets my exam sheets no dey even full like dis,pcm,urgent_complaint
correct isiewu wey fit cure hypertension even covid sef we always give you a reason to return please disturb us with your orders were capable biko,pcm,praise
@user ekpere gị ga ere... añụrị ncheta ụbọchị ọmụmụ gị odogwu. Chukwu chebe ma debe gị.,ibo,praise
@user Allah yayi muna maganin wannan tashin hankali alfarmar wannan wata mai albarka😭🙌🏼,hau,praise
daddy oruh nwanne odogwu ezigbo mmadu abuja nigeria,ibo,general_feedback
but honestly the hype on this virus is too much more than the virus itself but guess what im a nigerian im safe i survived ebola i survived lassar ill survive corona too the same speed wey e use come na im e go use go no world is ending,pcm,praise
"@user Idan har hakan ya tabbata, to ya kamata a matsayinsa na Shugaban Kasa sai yayi maganin hakan - idan kuwa bazai iya ba sai yayi murabus domin baza a rasa masu yin magana hakan ba a cikin kasar. 👌",hau,urgent_complaint
"#Orin~ """"""""""""""""Òkè là ń lọ. Lágbára Olúwa kò ní séwu..."""""""""""""""" #HarunaIsola",yor,praise
@user @user Mmanya ndi Odogwu ✊🏿,ibo,praise
lmao i workd dis lady who wud send me on nonsense errands small clerk job i applied coz i was bored in sch day she needed a doc i had gone home wit n decidd branch my house on her way d office bedroom n my bike was parked in d parlour stopped paying me afta dah day,pcm,urgent_complaint
Odogwu na nibo and odogwu na mbosi....link up....ndi ozo ibem💵💵💵 https://t.co/ZIzNIVrONx,ibo,general_feedback
#SunriseService ♫Ibu Chukwu Onye dimma Ibu Chukwu Onye di'ke Ibu Alpha na Omega mu Onye mbu n'onye ikpeazu mmalite n'ogwugwu♫ @user,ibo,praise
RT @user: Ekaaro o! E ja de wa se Ayewo fun arun jejere ti omu ati abajade Ile omo ni @user lati agogo mewa ni eni ojo Jimoh! #T…,yor,general_feedback
Ẹni má a mú ọ̀bọ á ṣe bí ọ̀bọ. (Whoever wants to catch a monkey would have to act like one.) #yoruba [proverb,yor,general_feedback
@user Kuyi mashi wani Abu na cutarwa kugani za kuga yadda ake zangazangar rashin kunya matasa maza da Mata zamufito a jihar katsina abinda baa taba ganiba zaku ganshi🤨🤨iskancin banza,hau,urgent_complaint
dont listen to people telling you not to cast those gay bastards in your dm cast them abeg arrange for how we to beat them cos trust me i go follow do jungle justice on any gay guy i am angry this morning e pain me say i just dey see the whole drama,pcm,urgent_complaint
@user @user @user @user Ebe ọ bụ a nne... Ọgwụ maka any type of sickness... 😅,ibo,general_feedback
"Onye n’agwo oria Onye di Ka gi,, ♫♫ #HolyhillWorship",ibo,praise
"Imela, Imela Okaka, Onyekeruwa Imela, Imela Eze mo X2 Onyedikagi (Who is like You?) Ekene diri gi Onye ne mema (He who does good) Onyedikagi (Who is like You?) Ekene diri gi (All Glory belongs to You) 🎶🎵🎶🎵 #GlobalImpactNG #DoublePraise",ibo,praise
ìdáwọ́ dúró lóri gbígba abẹ́rẹ́ àjésára covid ní ilẹ̀ europe ohun tí a mọ̀ nípa rè nìyí,yor,general_feedback
mbem nke taa aririo ihe ndi mmadu choro abughi okpokpo bekee na igbo naato ka utu ihe ndi mmadu choro but mmiri a gaanu anu na nri a gaeri eri ihe ndi mmadu choro abughi ama bekee na ejikari ube ihe ndi mmadu choro bu ulo ogwu na ulo akwukwo,ibo,general_feedback
pelu iru awon eniyan bi o daju wi pe ede ko le parun e ku ise,yor,praise
bíi ti blaise compaoré olóṣèlúu burkinabé alpha condé ń forí lé ibi ìparun ǹjẹ́ yó leè gbóhùn inúbíbí àwọn aráa rẹ̀ bí ó di ọjọ́ iwájú kí á tó mọ̀ ní báyìí ṣá ọkọ̀ ojú omi ti ń ré concerned citizen,yor,urgent_complaint
so doctor said the back pain is cos of my driving up and down my nice driver travelled and since then i have been driving when will this patient and nice driver come back na please no vex incase i don offend you cant imagine trying to get another driver now ooo,pcm,urgent_complaint
you dey feel am e dey enter your eyeif e dey enter yah eye kimon you know what to dofollow who sabi road e get why see how fine anyhow in our adire unisex top hurry up join the moving train,pcm,praise
"Ti omo eni ba daa kawi... Gomina Ajimobi n dara ni ilu Ibadan, ewo bi o ti n tun ona Challenge yii se",yor,praise
eku ise edewa oni parun lase eduwa emi ni arakunrin kabiru abdullahi omo bibi ibadan,yor,praise
ai mu mun dade da corona kaine na farko kafin second corona tazomun dade muna ganin tsanani,hau,general_feedback
"Ó ń pẹ́ lẹ fi ṣe, ó ń pẹ́ tí ẹ̀rọ bá yọ owó mi bíi jìgá àbí? @user @user #poorcustomerservice #ibasepoalabaratomehe",yor,urgent_complaint
"@user Corona ba Matsalarmu Bane Malam Kawai Kaje Birnin Gwari,Giwa,Kudaru,da Wasu Bangare a jihar kaduna Kaji Halinda sukeciki. Zubar Da jini Bala'ine a kasa 😭😭😭😭",hau,urgent_complaint
@user @user Ofu onye anasi unu abiala... Dimkpa ekelem gi 🙌🏾🙌🏾🙌🏾🙌🏾 Odogwu,ibo,praise
@user Kawai kuce zaku figures na karya. Dama cen mu bamusan wasu masu corona ba. 🤔,hau,urgent_complaint
anaghi eji oria akwa nzu,ibo,general_feedback
